sent_id,sys_name,sys_type,orig_sent,simp_sent,grammaticality,meaning,simplicity,structural_simplicity
43,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"The island chain forms part of the Hebrides, separated from the Scottish mainland and from the Inner Hebrides by the stormy waters of the Minch, the Little Minch and the Sea of the Hebrides.","The island chain forms part of the Hebrides, and from the Scottish mainland and from the Inner Hebrides.",2.666666667,2.333333333,0,0
44,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"Orton and his wife welcomed Alanna Marie Orton on July 12, 2008.",Orton and his wife welcomed Alanna - on July 12 2008.,4.333333333,4,-0.333333333,0
45,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"Formal minor planet designations are number-name combinations overseen by the Minor Planet Center, a branch of the IAU.",Formal minor planet designations are number name by the Minor Planet Centre a branch of the IAU.,3,3.333333333,0,-0.333333333
46,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"By early on September 30, wind shear began to dramatically increase and a weakening trend began.",By early on September 30 wind shear began to dramatically increase in the storm.,4.333333333,3.333333333,0.666666667,0
47,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,Each entry has a datum (a nugget of data) which is a copy of the datum in some backing store.,Each entry has a datum of data that is a copy of the datum in some backing store.,4.666666667,4.666666667,-0.333333333,-0.333333333
48,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"As a result, although many mosques will not enforce violations, both men and women when attending a mosque must adhere to these guidelines.",Many mosques do not enforce the rules of both men and women.,3.333333333,1.333333333,0.333333333,0.333333333
49,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"Mariel of Redwall is a fantasy novel by Brian Jacques, published in 1991.","Mariel of Redwall is a fantasy novel by Brian Jacques, written by Brian Jacques.",3.333333333,3.333333333,-0.333333333,-0.333333333
50,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"Ryan Prosser (born 10 July, 1988) is a professional rugby union player for Bristol Rugby in the Guinness Premiership.",He is a rugby union player for Bristol Rugby in the League.,3.666666667,2.666666667,1,1.333333333
51,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"Like previous assessment reports, it consists of four reports, three of them from its working groups.",Like previous analysis reports it has four reports three of them from its working groups.,4.666666667,5,0.666666667,0
52,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"Their granddaughter Hélène Langevin-Joliot is a professor of nuclear physics at the University of Paris, and their grandson Pierre Joliot, who was named after Pierre Curie, is a noted biochemist.",Their granddaughter H\ xc3\ xa9l\ xc3\ xa8ne Langevin-Joliot is a Professor of nuclear physics at the University of Paris.,4.666666667,3.333333333,1.333333333,1.333333333
53,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"This stamp remained the standard letter stamp for the remainder of Victoria's reign, and vast quantities were printed.","It was the first stamp to be printed in the United Kingdom, and it was the first to be printed.",2.666666667,1,0.333333333,0
54,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,The International Fight League was an American mixed martial arts (MMA) promotion billed as the world's first MMA league.,The International Fight League is an American mixed martial arts tournament.,5,2.666666667,1,1
55,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"Giardia lamblia (synonymous with Lamblia intestinalis and Giardia duodenalis) is a flagellated protozoan parasite that colonises and reproduces in the small intestine, causing giardiasis.",Is and (.) is a flagellated parasite.,1.333333333,1.333333333,0.333333333,0.333333333
56,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"Aside from this, Cameron has often worked in Christian-themed productions, among them the post-Rapture films Left Behind: The Movie, Left Behind II: Tribulation Force, and Left Behind: World at War, in which he plays Cameron ""Buck"" Williams.",Aside from this Cameron has often worked in Christian-themed productions among them the post-Rapture films Left Behind The Movie Left Behind II Tribulation Force and World War II in he plays Cameron Buck Williams.,2.333333333,3.666666667,-0.666666667,-0.666666667
57,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"This was the area east of the mouth of the Vistula River, later sometimes called ""Prussia proper"".",This was the. Area of the Vistula River.,2.333333333,1.333333333,0.666666667,0.666666667
58,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic Orchestra.,He was appointed artistic director of the Armenian Philarmonic Orchestra in 1998.,5,2.333333333,0.666666667,0.666666667
59,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"The story of Christmas is based on the biblical accounts given in the Gospel of Matthew, namely - and the Gospel of Luke, specifically -.",The story of Christmas is based on the Biblical faith of the Bible.,3,2,0.333333333,0.333333333
60,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,Weelkes was later to find himself in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate behaviour.,He was later to find himself in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate Behaviour.,4,4,0,0
61,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"So far the 'celebrity' episodes have included Vic Reeves, Nancy Sorrell, Gaby Roslin, Scott Mills, Mark Chapman, Simon Gregson, Sue Cleaver, Carol Thatcher, Paul O'Grady and Lee Ryan.","They have included Vic Reeves, Mike O\ 'Grady, Scott Roslin, Scott Carol, and Lee Carol.",4.666666667,2.666666667,0.666666667,0.666666667
62,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"It was discovered by Stephen P. Synnott in images from the Voyager 1 space probe taken on March 5, 1979 while orbiting around Jupiter.",It was discovered by Stephen P Synnott in pictures from the Voyager 1 space probe taken on March 5 1979 while orbiting around Jupiter.,4.333333333,5,0.333333333,0
63,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"Gomaespuma was a Spanish radio show, hosted by Juan Luis Cano and Guillermo Fesser.",Gomaespuma was a Spanish radio show that was hosted by Juan Luis Cano.,5,4,0,0.333333333
64,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"On 16 June 2009, the official release date of The Resistance was announced on the band's website.",On 16 February 2009 the official release date of The Resistance was announced on the band\ 's website.,5,4.666666667,0,0
65,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,He is also a member of another Jungiery boyband 183 Club.,He is also a member of another Jungiery boyband nymph Club.,3.333333333,3.333333333,-0.333333333,0
66,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"The Apostolic Tradition, attributed to the theologian Hippolytus, attests the singing of Hallel psalms with Alleluia as the refrain in early Christian agape feasts.",The Apostolic attests the singing of Hallel hymn with Alleluia as the refrain in early Christian agape feasts.,3.333333333,3.333333333,1.333333333,1.333333333
67,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"In return, Rollo swore fealty to Charles, converted to Christianity, and undertook to defend the northern region of France against the incursions of other Viking groups.","Rollo swore fealty to Charles, but it was not able to defend the northern region of France.",4,1.666666667,0.666666667,0.666666667
68,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,It is derived from Voice of America (VoA) Special English.,It is related to Voice of America VoA Special English.,3.666666667,2.666666667,-0.333333333,-0.333333333
69,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,"Disney received a full-size Oscar statuette and seven miniature ones, presented to him by 10-year-old child actress Shirley Temple.",It was given to him by ten year old child actress Shirley Temple.,4.666666667,2.666666667,1,1
70,SENTS-h4^m_default_model,Semantics+NeuralSeq2Seq,It was the first asteroid to be discovered by a spacecraft.,It was the first asteroid to be seen by a spacecraft.,4.666666667,3.666666667,0.333333333,0
1,SENTS-h4_w2v_model,Semantics+NeuralSeq2Seq,"One side of the armed conflicts is composed mainly of the Sudanese military and the Janjaweed, a Sudanese militia group recruited mostly from the Afro-Arab Abbala tribes of the northern Rizeigat region in Sudan.",The armed. Tribes of the northern Rizeigat region in Sudan.,2,1.333333333,1.666666667,1.666666667
2,SENTS-h4_w2v_model,Semantics+NeuralSeq2Seq,"Jeddah is the principal gateway to Mecca, Islam's holiest city, which able-bodied Muslims are required to visit at least once in their lifetime.",It is the main gateway to Mecca.,5,2.333333333,1.666666667,1.333333333
3,SENTS-h4_w2v_model,Semantics+NeuralSeq2Seq,The Great Dark Spot is thought to represent a hole in the methane cloud deck of Neptune.,The giant Spot is thought to represent a hole in the methane cloud deck of Neptune.,5,3.333333333,0.333333333,0
4,SENTS-h4_w2v_model,Semantics+NeuralSeq2Seq,"His next work, Saturday, follows an especially eventful day in the life of a successful neurosurgeon.",His next work Saturday follows an especially eventful Day in the life of a successful neurosurgeon.,4,3.666666667,0,0
5,SENTS-h4_w2v_model,Semantics+NeuralSeq2Seq,"The tarantula, the trickster character, spun a black cord and, attaching it to the ball, crawled away fast to the east, pulling on the cord with all his strength.",The Jaguar the trickster character spun a black cord.,3,1.666666667,0.666666667,0.666666667
6,SENTS-h4_w2v_model,Semantics+NeuralSeq2Seq,"There he died six weeks later, on 13 January 888.",There he died five weeks later on 13 January 888.,4.333333333,3.666666667,0,0
7,SENTS-h4_w2v_model,Semantics+NeuralSeq2Seq,They are culturally akin to the coastal peoples of Papua New Guinea.,They are very culturally akin to the coastal peoples of Papua New Guinea.,4,4.666666667,-0.666666667,-0.666666667
8,SENTS-h4_w2v_model,Semantics+NeuralSeq2Seq,"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.",In 2000 the winner of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of 5000.,3.333333333,3.333333333,0,0
9,SENTS-h4_w2v_model,Semantics+NeuralSeq2Seq,"Following the drummers are dancers, who often play the sogo (a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.",The drummers are the most famous in the world.,4.666666667,1,1.666666667,1.666666667
10,SENTS-h4_w2v_model,Semantics+NeuralSeq2Seq,"The spacecraft consists of two main elements: the NASA Cassini orbiter, named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.",The spacecraft was named after the French French orbiter.,3,1,1,1
11,SENTS-h4_w2v_model,Semantics+NeuralSeq2Seq,"Alessandro (""Sandro"") Mazzola (born 8 November 1942) is an Italian former football player.","Alessandro Sandro (born 8 November 1942) an Italian former football player, is.",2.333333333,4.333333333,-0.333333333,-0.333333333
12,SENTS-h4_w2v_model,Semantics+NeuralSeq2Seq,It was originally thought that the debris thrown up by the collision filled in the smaller craters.,It was originally thought that the debris tossed up by the collision filled in the smaller craters.,5,5,0,0
13,SENTS-h4_w2v_model,Semantics+NeuralSeq2Seq,"Graham attended Wheaton College from 1939 to 1943, when he graduated with a BA in anthropology.",Graham went to Wheaton College from 1939 to 1943.,4.333333333,3,1.333333333,0.666666667
14,SENTS-h4_w2v_model,Semantics+NeuralSeq2Seq,"However, the BZÖ differs a bit in comparison to the Freedom Party, as is in favor of a referendum about the Lisbon Treaty but against an EU-Withdrawal.",The BZÖ differs a bit in comparison to the Freedom Party as is in favor of a referendum about the Lisbon Treaty but against an Arriva withdrawal.,3.666666667,3.333333333,-0.333333333,-0.333333333
